Actual_Train,Predicted_Train
0.14,0.09656534
0.44,3.3867748
0.28,3.324003
5.01,6.3401294
20.23,14.898175
0.14,0.17731094
2.38,3.846601
13.34,0.43972796
0.14,0.1355815
0.13,0.25767595
2.14,5.6289883
11.4,5.794171
0.13,1.0761893
0.14,0.16813192
7.06,8.1615305
0.15,4.658022
1.11,1.2452121
7.64,2.0768144
0.13,1.092155
0.2,2.9780066
13.45,12.504445
3.37,5.128224
0.13,3.8729331
13.2,14.729041
0.14,0.124871336
0.42,9.261256
2.08,1.4988283
0.14,0.09365066
0.14,0.16544616
16.58,7.91445
0.22,4.1855397
0.14,0.1816372
0.13,0.47016934
0.22,3.4008486
1.9,4.200964
0.14,0.6903495
7.43,14.445262
15.23,2.7232635
0.14,0.18781754
0.4,3.177319
20.05,13.393577
2.15,3.765106
10.49,9.782865
0.14,5.9032807
1.11,1.2452121
0.14,1.2149677
0.13,0.49172762
0.13,0.36901104
0.13,6.088707
1.11,10.077231
0.13,1.0107667
21.66,15.802243
0.14,0.1744059
0.13,1.1303566
0.13,3.0598052
0.14,0.7094185
1.8,4.9900823
0.13,1.0908178
13.45,12.505322
0.13,0.47410828
0.13,1.0867511
0.14,0.16947296
12.31,6.4899235
0.13,1.0810041
0.13,1.1124465
0.13,1.4411106
0.13,1.1336911
1.29,2.0288324
8.62,4.23663
0.13,3.5014083
2.15,3.4806325
16.11,8.41489
5.02,3.5768049
4.38,11.100202
0.14,3.5890923
0.14,0.11841457
0.13,1.1830895
0.14,0.16586152
0.14,0.4081953
0.14,0.15000567
0.13,0.98445576
1.22,3.5576868
0.13,1.0980148
0.14,0.14588222
7.74,3.2029836
0.13,0.3414112
10.69,1.6281363
0.28,0.98336273
