Actual_Train,Predicted_Train
0.14,0.12635258
0.44,4.399558
0.28,4.434457
5.01,4.3789644
20.23,14.121244
0.14,0.08540088
2.38,5.178498
13.34,0.9283151
0.14,0.6539984
0.13,0.60154665
2.14,1.5123019
11.4,4.533671
0.13,-0.014163673
0.14,0.5826651
7.06,4.333375
0.15,2.0547845
1.11,1.5692043
7.64,2.8383834
0.13,0.09705748
0.2,1.6636286
13.45,8.492485
3.37,4.974676
0.13,6.517007
13.2,12.095939
0.14,0.32767648
0.42,5.011097
2.08,1.315537
0.14,0.15135622
0.14,0.58348334
16.58,6.018442
0.22,4.411797
0.14,0.38650697
0.13,0.27804047
0.22,4.392265
1.9,1.363112
0.14,0.009321094
7.43,13.01753
15.23,5.1432595
0.14,0.1371299
0.4,4.2625694
20.05,10.964721
2.15,5.1110063
10.49,6.9305563
0.14,2.7819571
1.11,1.5692043
0.14,0.72505087
0.13,0.26504356
0.13,0.08252844
0.13,3.627761
1.11,8.676997
0.13,0.3770642
21.66,14.172547
0.14,0.4143574
0.13,0.18376999
0.13,2.4566538
0.14,0.12555176
1.8,1.9228101
0.13,0.18854325
13.45,11.54734
0.13,0.32514548
0.13,0.05021383
0.14,0.06487915
12.31,5.0740757
0.13,0.23595098
0.13,0.20278203
0.13,1.9288337
0.13,0.5424612
1.29,3.481294
8.62,4.04489
0.13,2.5254765
2.15,3.6769297
16.11,12.274356
5.02,5.323101
4.38,7.6064816
0.14,4.63212
0.14,0.2845238
0.13,0.15791084
0.14,0.09581876
0.14,0.89144427
0.14,0.3762614
0.13,0.7929535
1.22,3.3612583
0.13,0.04744415
0.14,0.6819963
7.74,4.899752
0.13,0.1812186
10.69,2.307017
0.28,0.018569514
