Actual_Train,Predicted_Train
49.38,37.797947
20.9,16.125975
15.96,15.928407
27.59,33.907524
6.56,19.457067
20.91,37.871017
17.37,23.868277
10.46,36.925854
43.71,38.973858
62.63,54.61574
11.98,36.062946
15.15,33.828186
47.89,48.259464
50.95,45.468506
10.45,33.776146
22.45,35.05405
23.22,42.215076
33.45,41.49512
50.89,51.47576
20.68,37.215477
11.58,34.42917
6.42,26.568188
64.87,35.483917
10.81,27.150047
47.4,38.601177
13.37,35.51696
25.04,39.694508
46.88,37.78189
48.25,45.855892
26.8,41.969204
50.83,25.316467
35.04,38.59244
60.97,59.437725
12.95,16.119558
13.69,29.948345
27.41,42.771976
30.33,20.629147
16.2,18.904217
21.0,37.72931
15.77,16.259266
9.88,30.71158
24.54,23.467588
34.76,35.51913
35.31,40.606533
23.22,42.215076
40.76,43.917194
64.82,60.173637
63.99,51.117985
46.78,28.311512
22.02,30.592365
68.06,49.88944
1.26,19.252893
34.47,36.235516
58.98,41.6347
62.67,46.52597
43.99,39.92388
36.33,36.771816
37.74,43.81704
29.27,28.990427
63.42,52.50866
46.54,46.929695
18.13,37.947735
14.57,31.358791
72.82,46.284695
41.9,43.348858
34.86,49.548252
65.45,47.31281
46.2,37.54495
37.83,34.962193
68.02,44.04996
10.28,40.52409
29.62,30.85942
15.92,20.485823
21.68,34.808876
13.11,15.83665
43.37,38.553303
65.73,55.00223
18.9,38.35877
36.63,42.1034
28.99,36.675888
59.08,40.09068
28.48,27.148643
23.06,48.148636
50.13,47.53838
16.33,23.272673
62.42,51.948246
36.06,51.954334
12.55,36.357986
