Actual_Train,Predicted_Train
0.74,0.6410225
1.77,1.8644966
1.89,1.9384629
1.52,2.0218744
1.21,2.0718946
0.84,0.663777
5.19,2.7864861
1.42,0.8131047
0.82,0.6933987
0.78,0.7059689
3.84,1.505566
1.91,1.546701
0.56,0.7738329
0.71,0.6941442
1.42,1.9623142
1.18,1.1719605
2.13,1.6782415
2.99,1.6529044
0.71,0.7621817
1.11,1.1511866
1.03,1.9387739
3.66,2.5892944
0.78,1.5391806
0.96,2.0488372
0.71,0.64773023
2.19,1.8784016
1.52,1.0019221
0.72,0.6312962
0.72,0.7037655
1.37,1.9086045
2.25,2.3998065
1.08,0.6653387
0.82,1.1296412
1.75,1.882018
2.28,1.4630936
0.85,0.79827607
3.13,2.0800018
3.07,2.3499837
0.91,0.6764363
1.25,1.8619875
1.15,1.9358042
5.56,2.7170544
1.8,1.8962618
0.72,1.231671
2.13,1.6782415
0.8,1.152363
0.86,1.1142769
0.87,1.0215782
0.7,2.3674726
1.85,1.8447119
0.83,0.8404484
1.26,2.2129607
0.91,0.6832609
0.7,0.89971375
0.77,1.2601819
0.86,0.797987
0.96,1.1682605
0.7,0.8586682
2.15,1.7607892
0.85,1.1010461
0.68,0.7888409
0.86,0.6585388
1.64,1.8075441
0.8,0.968223
0.7,0.86178833
0.81,0.8877636
0.8,0.90671515
1.38,1.5962597
1.57,1.9186705
0.79,1.3220884
1.36,1.6499927
3.41,1.8250873
2.97,2.5620909
2.33,2.0376325
2.81,1.9779233
0.95,0.66706574
0.77,0.9646832
0.73,0.65946925
0.89,0.95781684
1.04,0.6730877
0.8,1.0556101
3.0,2.1837983
0.72,0.7613512
0.72,0.7385429
3.02,2.3252106
0.75,1.0244815
3.35,1.2339439
1.12,0.8956307
