Actual_Train,Predicted_Train
15.0,15.836724
24.39,20.190947
23.32,20.167395
18.44,20.30941
20.94,19.961807
16.78,16.307802
22.71,20.573566
20.66,16.361225
17.46,16.723785
16.72,16.28733
23.83,20.658234
19.28,20.033092
15.28,12.336417
15.49,16.531666
20.44,19.778399
19.39,17.964314
19.94,18.215214
19.88,19.112164
15.89,12.075148
19.15,17.872381
18.72,19.71649
23.04,20.683714
15.44,15.161284
18.69,19.32915
15.06,16.133553
20.58,19.150845
19.78,17.242966
15.0,15.77359
15.72,16.462868
20.67,18.804073
24.8,20.176054
18.41,16.204025
15.5,17.123737
24.61,20.164282
24.1,20.129395
17.89,14.810768
21.59,20.237099
25.37,19.951416
17.11,16.441542
24.39,20.130346
19.92,19.833752
25.32,20.415804
18.51,19.617865
17.31,17.50351
19.94,18.215214
15.06,18.226406
15.55,17.195406
15.51,16.3018
14.5,20.130077
20.9,19.104275
15.61,13.920961
20.89,19.43871
16.62,16.157816
15.35,13.658191
15.68,14.661582
16.85,15.402455
19.39,17.356306
15.39,12.636848
20.89,20.013752
16.44,17.000675
15.16,12.555543
17.39,16.31356
19.44,20.402193
15.86,13.111791
15.06,12.868875
16.9,12.255206
15.67,13.3034115
18.4,18.319775
19.02,20.316547
15.67,14.942945
19.94,18.11342
19.08,15.931035
25.65,20.285793
19.28,19.767275
23.56,20.25618
17.52,16.226051
15.56,16.01033
17.61,16.351326
17.44,17.117601
17.69,16.200726
15.67,14.871194
24.66,18.817858
16.18,12.7283945
15.7,16.698387
26.03,20.420015
15.48,16.549974
18.56,16.501057
20.67,14.024525
