Actual_Train,Predicted_Train
49.38,36.613884
20.9,8.800154
15.96,8.811519
27.59,27.471455
6.56,14.668127
20.91,37.804153
17.37,16.91617
10.46,38.81102
43.71,39.42318
62.63,53.305878
11.98,31.326511
15.15,33.93568
47.89,39.903877
50.95,48.498528
10.45,23.811245
22.45,34.288815
23.22,35.678703
33.45,34.595917
50.89,40.456367
20.68,35.845867
11.58,27.194715
6.42,20.520937
64.87,36.042576
10.81,23.755096
47.4,38.141914
13.37,29.203146
25.04,38.28609
46.88,35.961254
48.25,48.772682
26.8,25.441736
50.83,19.77319
35.04,37.527874
60.97,52.77534
12.95,8.840885
13.69,25.319115
27.41,43.92861
30.33,15.922511
16.2,10.406778
21.0,38.275
15.77,9.001156
9.88,19.51017
24.54,17.583725
34.76,29.485516
35.31,41.058407
23.22,35.678703
40.76,42.786713
64.82,53.319637
63.99,50.868618
46.78,24.723196
22.02,22.475441
68.06,40.214336
1.26,14.547552
34.47,37.13845
58.98,41.055336
62.67,35.1428
43.99,38.48488
36.33,37.20617
37.74,40.413254
29.27,21.08942
63.42,49.710075
46.54,40.39276
18.13,37.697655
14.57,28.785149
72.82,39.3839
41.9,40.832207
34.86,42.73713
65.45,42.260433
46.2,35.57451
37.83,28.118355
68.02,44.48546
10.28,26.696413
29.62,19.882607
15.92,12.207411
21.68,21.788559
13.11,8.727259
43.37,37.605774
65.73,45.62548
18.9,38.619473
36.63,41.92314
28.99,36.747032
59.08,38.749275
28.48,27.373737
23.06,40.480362
50.13,49.440987
16.33,13.89818
62.42,49.12187
36.06,43.101448
12.55,34.55793
