Actual_Train,Predicted_Train
0.74,0.6906803
1.77,3.2520888
1.89,3.329831
1.52,2.6055677
1.21,1.5411899
0.84,0.75660425
5.19,5.140021
1.42,0.9998967
0.82,0.88788825
0.78,0.8741796
3.84,1.7041843
1.91,1.4544892
0.56,0.865984
0.71,0.7517316
1.42,1.4858918
1.18,1.3320234
2.13,1.3798699
2.99,2.2253404
0.71,0.9465561
1.11,1.2536125
1.03,1.5170646
3.66,3.2719023
0.78,1.3447291
0.96,1.5465302
0.71,0.7555075
2.19,1.4916756
1.52,1.1145476
0.72,0.68532676
0.72,0.7517882
1.37,1.488342
2.25,2.8248475
1.08,0.7721764
0.82,0.9912967
1.75,3.3251803
2.28,1.7670705
0.85,0.8714732
3.13,1.5301136
3.07,3.6967974
0.91,0.7742294
1.25,3.0419273
1.15,1.5038433
5.56,5.1233916
1.8,1.457408
0.72,1.4318838
2.13,1.3798699
0.8,1.438112
0.86,1.0205764
0.87,0.83017284
0.7,2.3335607
1.85,1.4599041
0.83,0.96726495
1.26,1.5729284
0.91,0.8729475
0.7,0.9399442
0.77,1.2729292
0.86,0.9623155
0.96,1.3418763
0.7,0.8744087
2.15,1.4938502
0.85,1.0296626
0.68,0.8772488
0.86,0.74479043
1.64,2.0138142
0.8,1.0091352
0.7,0.89409417
0.81,1.0442362
0.8,1.0492216
1.38,1.2912
1.57,1.9899166
0.79,1.3402219
1.36,1.3730347
3.41,1.3920288
2.97,4.1192017
2.33,1.5112296
2.81,3.6110728
0.95,0.7900875
0.77,1.0702169
0.73,0.73800784
0.89,1.0251971
1.04,0.825895
0.8,1.0782217
3.0,2.3975103
0.72,0.8852909
0.72,0.7369011
3.02,3.294299
0.75,0.7903426
3.35,1.2923454
1.12,1.0866946
