Actual_Train,Predicted_Train
0.14,0.05834405
0.44,2.8699574
0.28,3.0912824
5.01,8.085507
20.23,14.481095
0.14,0.06668353
2.38,8.84175
13.34,0.15543193
0.14,0.05922674
0.13,0.07136892
2.14,3.5439487
11.4,7.5058303
0.13,0.32916772
0.14,0.05847269
7.06,7.8890944
0.15,4.9097075
1.11,1.0289662
7.64,4.878771
0.13,0.59167385
0.2,3.664514
13.45,10.621501
3.37,8.947937
0.13,4.448488
13.2,13.535222
0.14,0.058766324
0.42,8.013811
2.08,1.5560871
0.14,0.058252856
0.14,0.05797612
16.58,6.591516
0.22,8.360242
0.14,0.07924466
0.13,0.1327739
0.22,2.8527937
1.9,3.4173527
0.14,0.1962329
7.43,13.86402
15.23,7.905579
0.14,0.06551765
0.4,3.1378174
20.05,12.240361
2.15,8.862796
10.49,8.316079
0.14,1.0133015
1.11,1.0289662
0.14,3.7469301
0.13,0.118012376
0.13,0.026748039
0.13,8.973459
1.11,8.946031
0.13,0.6843712
21.66,15.735216
0.14,0.061385993
0.13,0.56331
0.13,3.9293327
0.14,0.120084286
1.8,1.6887231
0.13,0.3507421
13.45,12.491211
0.13,0.058921702
0.13,0.3708443
0.14,0.06521194
12.31,8.414999
0.13,0.46998942
0.13,0.4405377
0.13,1.5972451
0.13,0.68785423
1.29,2.4198742
8.62,6.125553
0.13,4.2548103
2.15,3.2339892
16.11,6.86782
5.02,8.905238
4.38,9.527743
0.14,2.9520144
0.14,0.057963252
0.13,1.5921366
0.14,0.06546591
0.14,0.10173577
0.14,0.06533347
0.13,0.66497135
1.22,6.869652
0.13,0.31001398
0.14,0.05930251
7.74,8.046245
0.13,0.05933612
10.69,0.5192914
0.28,0.005247131
