Actual_Train,Predicted_Train
15.0,16.401688
24.39,26.27208
23.32,26.301962
18.44,20.052303
20.94,20.563555
16.78,16.195427
22.71,22.814846
20.66,16.935959
17.46,16.7041
16.72,16.148464
23.83,21.001183
19.28,19.074186
15.28,14.13776
15.49,14.955352
20.44,19.417408
19.39,17.538574
19.94,18.440638
19.88,20.414577
15.89,14.400961
19.15,17.131372
18.72,19.414692
23.04,21.546585
15.44,17.922123
18.69,19.387213
15.06,16.31359
20.58,19.142754
19.78,17.055899
15.0,16.678528
15.72,14.944135
20.67,19.281462
24.8,21.06949
18.41,16.954304
15.5,16.379616
24.61,26.335476
24.1,21.20873
17.89,16.955593
21.59,20.57509
25.37,24.092894
17.11,16.4702
24.39,25.839207
19.92,19.544144
25.32,22.614914
18.51,19.28005
17.31,17.12626
19.94,18.440638
15.06,17.869404
15.55,16.501421
15.51,16.048363
14.5,20.254066
20.9,20.17948
15.61,15.948455
20.89,20.534323
16.62,17.029108
15.35,15.734372
15.68,17.141531
16.85,17.343578
19.39,17.378918
15.39,14.591777
20.89,20.523724
16.44,16.676138
15.16,14.303114
17.39,16.182013
19.44,20.004614
15.86,16.696182
15.06,14.871375
16.9,15.281825
15.67,16.000908
18.4,18.600098
19.02,19.985384
15.67,17.828207
19.94,19.19278
19.08,18.226568
25.65,24.993385
19.28,19.530811
23.56,26.875443
17.52,16.701517
15.56,17.026394
17.61,16.307579
17.44,16.644917
17.69,16.949715
15.67,17.90069
24.66,21.68539
16.18,14.65833
15.7,15.096791
26.03,23.96748
15.48,16.212252
18.56,17.617264
20.67,17.668184
