Actual_Train,Predicted_Train
0.14,0.38590518
0.44,0.5388566
0.28,0.49198875
5.01,6.6634254
20.23,15.313627
0.14,0.300477
2.38,5.408948
13.34,1.7776786
0.14,0.4398418
0.13,0.33145663
2.14,5.331014
11.4,6.9564157
0.13,0.32991162
0.14,0.4359659
7.06,6.0654936
0.15,4.3135247
1.11,0.7181727
7.64,5.5433183
0.13,0.63454175
0.2,2.9168441
13.45,12.07025
3.37,5.4919667
0.13,2.6690273
13.2,14.343735
0.14,0.35829052
0.42,5.6640816
2.08,2.885546
0.14,0.36161703
0.14,0.43582335
16.58,9.584751
0.22,6.1743507
0.14,0.2883051
0.13,0.2957286
0.22,0.516783
1.9,3.0570114
0.14,0.118108906
7.43,15.058315
15.23,6.3551726
0.14,0.3008192
0.4,0.57269734
20.05,14.146479
2.15,5.5621147
10.49,8.30592
0.14,5.6726785
1.11,0.7181727
0.14,2.4088714
0.13,0.19270918
0.13,0.30367988
0.13,6.4469633
1.11,11.573422
0.13,0.2536852
21.66,15.815157
0.14,0.4091843
0.13,1.0004575
0.13,1.9877654
0.14,0.11145326
1.8,4.361358
0.13,0.3765294
13.45,14.159489
0.13,0.37055948
0.13,0.4074907
0.14,0.2996236
12.31,6.8272552
0.13,0.096931316
0.13,0.41894504
0.13,0.097746834
0.13,0.13604246
1.29,2.3301947
8.62,6.6607704
0.13,1.3648723
2.15,4.5396914
16.11,10.822282
5.02,6.9456377
4.38,10.816498
0.14,0.48837867
0.14,0.3937131
0.13,0.65665215
0.14,0.2938539
0.14,0.73041856
0.14,0.38198683
0.13,0.22788095
1.22,5.1512346
0.13,0.5493529
0.14,0.42433986
7.74,7.0617476
0.13,0.4330964
10.69,3.8306015
0.28,0.085585125
