Actual_Train,Predicted_Train
49.38,32.289955
20.9,8.4535885
15.96,8.325636
27.59,28.506529
6.56,9.65694
20.91,26.58177
17.37,15.8244
10.46,27.475409
43.71,33.685253
62.63,44.962105
11.98,18.730507
15.15,28.382473
47.89,34.753033
50.95,42.653976
10.45,16.941006
22.45,24.893309
23.22,24.786856
33.45,46.976994
50.89,43.992073
20.68,25.37609
11.58,15.744719
6.42,18.105448
64.87,37.494087
10.81,13.175983
47.4,32.589874
13.37,18.036928
25.04,27.708956
46.88,30.996061
48.25,42.537903
26.8,16.529608
50.83,14.203008
35.04,34.907482
60.97,34.327538
12.95,8.451553
13.69,16.049637
27.41,45.883255
30.33,11.747389
16.2,7.5070143
21.0,27.15733
15.77,8.389278
9.88,12.405543
24.54,15.192722
34.76,18.732641
35.31,29.582827
23.22,24.786856
40.76,48.408276
64.82,34.738644
63.99,37.35093
46.78,15.679687
22.02,17.236029
68.06,50.206375
1.26,8.426601
34.47,27.663767
58.98,31.377428
62.67,46.609894
43.99,46.45896
36.33,26.952032
37.74,32.545403
29.27,15.180933
63.42,36.03464
46.54,33.579037
18.13,26.553308
14.57,28.289133
72.82,48.143536
41.9,30.730488
34.86,44.464108
65.45,47.34978
46.2,26.563053
37.83,34.229313
68.02,39.81853
10.28,20.184498
29.62,28.635748
15.92,12.978157
21.68,13.841028
13.11,8.287721
43.37,28.670935
65.73,47.960682
18.9,26.926634
36.63,30.804445
28.99,27.649515
59.08,49.532093
28.48,26.747051
23.06,33.824112
50.13,42.532986
16.33,10.580545
62.42,33.475067
36.06,35.055164
12.55,46.644203
