Actual_Train,Predicted_Train
49.38,46.40399
20.9,15.649083
15.96,15.620729
27.59,28.965076
6.56,9.998581
20.91,36.400917
17.37,22.256063
10.46,37.33296
43.71,43.861008
62.63,54.156796
11.98,23.986366
15.15,29.051853
47.89,34.72697
50.95,53.357643
10.45,22.189747
22.45,35.05483
23.22,25.525284
33.45,43.994328
50.89,44.226555
20.68,35.931362
11.58,22.60334
6.42,24.148111
64.87,43.714294
10.81,21.727009
47.4,45.080265
13.37,21.727358
25.04,38.370056
46.88,45.34738
48.25,53.294323
26.8,20.015461
50.83,21.320724
35.04,45.887547
60.97,43.26169
12.95,15.637051
13.69,23.83612
27.41,47.985107
30.33,13.033322
16.2,15.655149
21.0,36.27432
15.77,15.776371
9.88,17.161861
24.54,22.147326
34.76,24.040054
35.31,40.388058
23.22,25.525284
40.76,52.027767
64.82,43.11986
63.99,48.88228
46.78,26.612154
22.02,15.58485
68.06,49.72398
1.26,9.821584
34.47,37.939777
58.98,38.22542
62.67,49.454327
43.99,45.707577
36.33,37.36713
37.74,38.22268
29.27,14.128344
63.42,42.99399
46.54,35.064857
18.13,36.58024
14.57,28.807987
72.82,46.504986
41.9,36.806538
34.86,47.551212
65.45,47.33852
46.2,30.233995
37.83,35.586384
68.02,44.358257
10.28,18.583134
29.62,33.775005
15.92,20.642574
21.68,20.471775
13.11,15.448372
43.37,39.854473
65.73,51.053196
18.9,36.418926
36.63,42.638927
28.99,37.63221
59.08,50.741833
28.48,34.069954
23.06,36.357418
50.13,53.389305
16.33,18.460884
62.42,47.51157
36.06,39.868553
12.55,42.337505
