Actual_Train,Predicted_Train
49.38,38.513237
20.9,11.46903
15.96,11.233022
27.59,29.36987
6.56,12.429802
20.91,25.19189
17.37,20.396126
10.46,30.123907
43.71,33.445145
62.63,56.002064
11.98,22.34188
15.15,28.914104
47.89,40.054146
50.95,40.82888
10.45,17.975441
22.45,27.40087
23.22,26.766788
33.45,32.808937
50.89,41.678143
20.68,31.794159
11.58,24.192574
6.42,24.42654
64.87,41.05762
10.81,20.223217
47.4,39.801563
13.37,21.587826
25.04,39.32475
46.88,37.180595
48.25,40.460842
26.8,30.923185
50.83,22.729465
35.04,30.95169
60.97,60.16907
12.95,11.598561
13.69,13.592486
27.41,41.45989
30.33,13.162037
16.2,10.72374
21.0,25.36796
15.77,11.282854
9.88,16.016228
24.54,20.788969
34.76,27.492441
35.31,37.99039
23.22,26.766788
40.76,42.489273
64.82,60.170956
63.99,57.331844
46.78,27.62513
22.02,21.158699
68.06,52.217926
1.26,12.406811
34.47,30.415766
58.98,37.28567
62.67,57.350132
43.99,45.85868
36.33,37.977085
37.74,40.49458
29.27,16.187132
63.42,47.559555
46.54,38.759914
18.13,25.225407
14.57,25.727234
72.82,54.928047
41.9,39.28539
34.86,42.336704
65.45,48.661175
46.2,40.08404
37.83,31.350466
68.02,47.89932
10.28,21.045353
29.62,23.557379
15.92,10.732618
21.68,22.810068
13.11,11.726894
43.37,28.748737
65.73,56.203754
18.9,26.975435
36.63,35.859848
28.99,30.60345
59.08,50.74988
28.48,19.718605
23.06,42.077084
50.13,40.68958
16.33,14.79814
62.42,58.63306
36.06,44.17868
12.55,28.517393
