Actual_Train,Predicted_Train
49.38,33.49195
20.9,7.18349
15.96,7.177246
27.59,21.717985
6.56,9.704735
20.91,32.733715
17.37,13.595882
10.46,32.26321
43.71,33.831642
62.63,47.59902
11.98,20.8966
15.15,22.173468
47.89,34.4417
50.95,50.358906
10.45,18.15954
22.45,27.33955
23.22,25.471943
33.45,34.848885
50.89,37.17217
20.68,28.530901
11.58,17.681137
6.42,15.388594
64.87,34.11904
10.81,14.647096
47.4,34.070976
13.37,19.010843
25.04,32.12257
46.88,32.868896
48.25,50.626266
26.8,18.762938
50.83,14.100514
35.04,37.973885
60.97,42.72853
12.95,7.1533184
13.69,18.73343
27.41,42.367504
30.33,10.772917
16.2,8.414692
21.0,33.1458
15.77,7.2845407
9.88,11.824005
24.54,13.645148
34.76,19.133951
35.31,29.94611
23.22,25.471943
40.76,40.540745
64.82,42.67063
63.99,47.809505
46.78,17.907393
22.02,14.203424
68.06,43.473312
1.26,10.417799
34.47,30.759724
58.98,34.104275
62.67,39.3625
43.99,40.082813
36.33,28.632307
37.74,34.364033
29.27,10.383926
63.42,43.494747
46.54,34.882626
18.13,32.491253
14.57,20.597372
72.82,41.764805
41.9,33.7469
34.86,39.25888
65.45,42.427406
46.2,23.944044
37.83,26.141666
68.02,36.686977
10.28,16.691032
29.62,25.344702
15.92,11.658752
21.68,15.424594
13.11,7.0734043
43.37,32.59154
65.73,42.25392
18.9,33.02148
36.63,34.24602
28.99,31.086077
59.08,45.296436
28.48,27.017603
23.06,35.04808
50.13,50.723194
16.33,10.844113
62.42,45.939495
36.06,33.54968
12.55,38.746243
