Actual_Train,Predicted_Train
15.0,17.490234
24.39,22.974419
23.32,23.051296
18.44,22.041866
20.94,20.726984
16.78,17.31131
22.71,23.379059
20.66,18.157116
17.46,18.696424
16.72,18.498997
23.83,21.909054
19.28,21.899488
15.28,16.246658
15.49,17.720438
20.44,19.905323
19.39,19.375813
19.94,18.51387
19.88,19.885643
15.89,16.374472
19.15,19.13908
18.72,20.10197
23.04,22.960796
15.44,17.987026
18.69,20.595287
15.06,17.644714
20.58,19.810143
19.78,18.900227
15.0,17.507576
15.72,17.645947
20.67,19.487488
24.8,23.356602
18.41,17.640377
15.5,17.636002
24.61,23.008615
24.1,22.581772
17.89,17.149065
21.59,20.447876
25.37,23.538303
17.11,17.40142
24.39,22.961697
19.92,20.242046
25.32,23.403503
18.51,19.845123
17.31,19.717243
19.94,18.51387
15.06,18.5166
15.55,17.66912
15.51,17.671806
14.5,22.985344
20.9,18.516308
15.61,17.260492
20.89,20.598722
16.62,17.904873
15.35,16.881172
15.68,17.959652
16.85,17.605715
19.39,19.534172
15.39,16.427662
20.89,18.941372
16.44,18.098265
15.16,16.22521
17.39,17.300985
19.44,22.213486
15.86,16.708809
15.06,16.608934
16.9,16.72166
15.67,16.940994
18.4,18.622364
19.02,20.534374
15.67,18.401207
19.94,18.204575
19.08,18.581123
25.65,23.51653
19.28,19.99329
23.56,23.148567
17.52,17.589508
15.56,17.272423
17.61,17.358429
17.44,18.92707
17.69,17.69053
15.67,17.337427
24.66,22.154741
16.18,16.982216
15.7,17.874584
26.03,23.386995
15.48,17.44411
18.56,18.786333
20.67,17.342422
