Actual_Train,Predicted_Train
15.0,17.127884
24.39,23.75367
23.32,24.123096
18.44,21.718325
20.94,18.861065
16.78,17.234468
22.71,22.128765
20.66,17.978596
17.46,17.960136
16.72,17.632488
23.83,21.354248
19.28,21.626053
15.28,16.603613
15.49,17.59841
20.44,18.81772
19.39,18.319942
19.94,18.635025
19.88,21.772778
15.89,16.385773
19.15,18.27374
18.72,18.856926
23.04,19.733109
15.44,18.42504
18.69,18.74545
15.06,17.528719
20.58,18.807886
19.78,18.294113
15.0,17.114311
15.72,17.597336
20.67,18.83051
24.8,19.606783
18.41,17.488636
15.5,17.546608
24.61,24.049637
24.1,21.342495
17.89,16.985792
21.59,18.914427
25.37,21.39088
17.11,17.349895
24.39,23.156189
19.92,18.90806
25.32,22.205217
18.51,18.816803
17.31,18.500134
19.94,18.635025
15.06,20.502972
15.55,17.580938
15.51,17.20051
14.5,19.999168
20.9,18.785866
15.61,17.833164
20.89,18.665726
16.62,17.63118
15.35,18.183928
15.68,19.42566
16.85,17.677837
19.39,18.327873
15.39,17.086437
20.89,19.11538
16.44,17.654972
15.16,16.870966
17.39,17.184221
19.44,20.940605
15.86,17.67774
15.06,17.436132
16.9,16.84458
15.67,17.204771
18.4,18.3269
19.02,21.689697
15.67,18.388416
19.94,18.691776
19.08,18.828442
25.65,23.62044
19.28,18.828209
23.56,25.090075
17.52,17.229313
15.56,18.095581
17.61,17.261978
17.44,18.020603
17.69,17.664682
15.67,17.96147
24.66,21.97327
16.18,17.208517
15.7,17.670332
26.03,20.545416
15.48,17.273603
18.56,17.940868
20.67,18.044464
