Actual_Train,Predicted_Train
0.14,0.32852483
0.44,1.9520453
0.28,2.2236958
5.01,5.0566697
20.23,17.144154
0.14,0.2415144
2.38,5.292691
13.34,0.5365346
0.14,0.4091737
0.13,0.14092691
2.14,2.2019658
11.4,4.977083
0.13,-0.02471057
0.14,0.21622477
7.06,5.4814873
0.15,1.3625337
1.11,1.4707377
7.64,3.9602997
0.13,0.062355082
0.2,1.0534981
13.45,9.593888
3.37,5.2700386
0.13,3.119386
13.2,12.761544
0.14,0.33712867
0.42,6.853506
2.08,0.9238959
0.14,0.29251596
0.14,0.22511692
16.58,6.617568
0.22,5.0793514
0.14,0.30453435
0.13,0.31191248
0.22,1.9351398
1.9,0.9037141
0.14,0.16482487
7.43,16.21019
15.23,5.734711
0.14,0.23820035
0.4,2.225282
20.05,13.097808
2.15,5.2176485
10.49,8.229953
0.14,1.4243361
1.11,1.4707377
0.14,1.7526389
0.13,0.29150733
0.13,0.27175784
0.13,4.893828
1.11,11.260894
0.13,0.22497894
21.66,15.40735
0.14,0.3111178
0.13,-0.11200923
0.13,1.3043286
0.14,0.25506786
1.8,1.1823883
0.13,-0.10413197
13.45,16.031084
0.13,0.24783306
0.13,-0.06860156
0.14,0.2300945
12.31,5.18836
0.13,0.13020825
0.13,-0.08853792
0.13,0.3540782
0.13,0.08611137
1.29,3.0256371
8.62,4.5702286
0.13,0.6661148
2.15,5.3078628
16.11,9.2114105
5.02,5.8332043
4.38,9.145547
0.14,2.0226445
0.14,0.31197265
0.13,0.32098085
0.14,0.2209117
0.14,0.5986047
0.14,0.3032069
0.13,0.22273295
1.22,3.1933794
0.13,-0.07923286
0.14,0.22223465
7.74,5.998602
0.13,0.30718562
10.69,1.77545
0.28,0.06257966
