Actual_Train,Predicted_Train
4.31,1.6784953
3.18,1.816486
3.87,2.1356735
6.21,1.8863773
2.06,1.7499039
3.29,2.838914
2.42,2.3693752
2.0,1.5526824
2.75,1.792133
1.97,1.527327
1.17,1.4908351
1.95,1.5972006
1.12,1.2755892
1.28,1.5677706
1.23,1.6403354
1.92,1.682001
1.36,1.5915018
1.2,1.769755
0.96,1.3283645
1.29,1.9446908
2.39,1.661031
3.63,1.9406967
1.97,1.7299888
1.87,1.5026422
4.03,2.3335402
2.06,1.587706
1.09,1.2447892
1.27,1.8264232
1.06,1.4915689
1.34,1.3528574
1.18,1.4527063
1.87,1.5450083
2.87,2.054504
1.78,1.5148069
4.17,1.8683492
1.9,1.3579186
1.18,1.6218134
1.77,1.6311759
2.63,1.7672905
6.82,2.2924101
1.0,1.6202294
3.87,2.2707977
2.54,1.5618752
3.78,1.6930015
1.11,1.4757648
1.04,1.446047
2.7,1.5814627
1.11,1.6438689
3.12,2.8210125
1.19,1.4522812
1.18,1.9693216
2.17,1.5079355
