Actual_Train,Predicted_Train
31.23,32.438377
30.27,30.714655
30.31,28.089773
27.51,25.43164
31.06,25.651005
26.88,26.705427
26.43,24.843197
30.45,32.290665
30.87,29.027145
31.72,32.039413
31.0,31.563745
26.19,24.972187
30.89,28.302544
31.06,30.836994
30.89,31.141468
30.94,30.338356
30.83,31.860802
30.0,25.62654
26.37,24.618027
27.61,25.139656
30.47,30.062286
30.76,32.03451
30.2,31.642105
31.75,30.72806
27.55,24.701649
30.39,32.329163
30.54,32.018726
30.89,25.859968
30.18,28.156044
31.27,31.639706
30.28,27.31237
30.72,27.630077
29.66,27.446804
25.53,24.898758
29.95,26.586231
31.47,29.189423
30.16,26.16082
32.81,31.646824
31.37,29.519444
26.43,24.599148
30.62,31.523773
27.42,24.72623
24.98,25.155804
29.42,26.321589
30.56,30.472504
30.22,27.989285
24.76,25.182411
30.81,30.072884
26.63,26.035156
30.17,27.316628
27.6,25.068682
31.32,30.209076
