Actual_Train,Predicted_Train
31.23,31.262665
30.27,29.609741
30.31,27.345667
27.51,26.77856
31.06,27.025928
26.88,25.686571
26.43,25.858618
30.45,29.451284
30.87,28.141392
31.72,31.393011
31.0,30.117409
26.19,24.940325
30.89,28.300575
31.06,29.70035
30.89,28.660076
30.94,27.794806
30.83,30.852026
30.0,26.984297
26.37,25.315746
27.61,26.649998
30.47,30.050861
30.76,29.41997
30.2,28.928345
31.75,29.786907
27.55,25.604088
30.39,31.107586
30.54,29.492367
30.89,27.20586
30.18,28.554127
31.27,28.884567
30.28,28.380484
30.72,28.91209
29.66,26.964222
25.53,25.191168
29.95,27.154192
31.47,27.618378
30.16,27.314709
32.81,31.282356
31.37,26.966309
26.43,25.788656
30.62,29.84627
27.42,25.76464
24.98,25.045517
29.42,27.52752
30.56,29.45786
30.22,28.277447
24.76,24.979837
30.81,29.152115
26.63,25.601387
30.17,28.419834
27.6,26.964115
31.32,27.255802
