Actual_Train,Predicted_Train
4.31,1.8503804
3.18,2.0329714
3.87,1.8107736
6.21,1.6749495
2.06,1.678433
3.29,1.6517903
2.42,1.7626257
2.0,1.9083709
2.75,1.8005987
1.97,1.867554
1.17,1.8520935
1.95,3.0120978
1.12,1.745221
1.28,1.9509957
1.23,2.0729353
1.92,1.8836327
1.36,1.8548856
1.2,1.6825624
0.96,2.3936188
1.29,1.6660299
2.39,1.9289985
3.63,2.0555663
1.97,1.9201639
1.87,1.8579209
4.03,2.684164
2.06,1.8517125
1.09,1.7341502
1.27,1.6888566
1.06,1.7484596
1.34,1.9184322
1.18,1.73546
1.87,1.7529174
2.87,1.7917706
1.78,2.903544
4.17,1.707377
1.9,1.7924354
1.18,1.6990649
1.77,1.8671615
2.63,1.8740233
6.82,2.556403
1.0,1.9445257
3.87,2.0508785
2.54,3.0392118
3.78,1.7052169
1.11,1.8952516
1.04,1.7335197
2.7,3.077322
1.11,1.9809667
3.12,1.6599865
1.19,1.7354466
1.18,1.6689119
2.17,1.6318369
