Actual_Train,Predicted_Train
11.33,9.531572
18.66,10.017845
9.67,9.432567
15.97,9.517454
22.99,9.581408
54.84,18.222754
11.99,18.126623
21.2,10.125645
6.97,10.001854
10.26,9.543817
8.68,9.606148
25.13,21.490788
15.49,13.131925
15.09,12.641335
11.89,12.394733
16.64,15.139824
9.94,9.505432
14.24,9.554434
19.59,18.780853
3.27,9.452989
3.07,10.194267
15.73,10.818993
18.33,10.253329
8.36,9.542867
18.05,16.738945
16.84,9.565934
16.09,10.556507
10.13,9.538427
9.64,9.590523
10.99,11.916867
9.32,9.571516
11.66,11.900187
5.34,9.405338
39.01,21.228949
9.42,9.539883
12.53,15.258778
13.25,9.58119
28.65,9.530068
18.0,16.985973
17.3,16.191065
10.72,10.138493
18.37,16.976374
21.25,20.589972
11.7,9.509132
10.88,11.924205
9.31,9.588354
37.23,21.135061
11.87,12.903082
30.34,17.605074
10.17,9.571233
3.25,9.424402
18.8,14.898104
