Actual_Train,Predicted_Train
4.31,1.7357277
3.18,1.8503245
3.87,1.6847154
6.21,1.5991023
2.06,1.6380725
3.29,1.0764898
2.42,1.5702955
2.0,1.7505308
2.75,1.7478037
1.97,1.7196745
1.17,1.7328521
1.95,3.2598119
1.12,1.6411364
1.28,1.9633936
1.23,1.8740727
1.92,1.6479293
1.36,1.7438931
1.2,1.605807
0.96,2.5208
1.29,1.6469781
2.39,1.8737321
3.63,1.8460885
1.97,1.8208294
1.87,1.6901603
4.03,2.9046593
2.06,1.713454
1.09,1.7403743
1.27,1.6040279
1.06,1.6989993
1.34,1.7345337
1.18,1.6539003
1.87,1.7257237
2.87,1.7317668
1.78,3.1483831
4.17,1.6563311
1.9,1.6627505
1.18,1.6562078
1.77,1.7254155
2.63,1.5890274
6.82,2.7395873
1.0,1.7692012
3.87,2.0431004
2.54,3.3697429
3.78,1.614471
1.11,1.8906127
1.04,1.6942666
2.7,3.4356642
1.11,1.9458414
3.12,1.0742913
1.19,1.6538622
1.18,1.6944205
2.17,1.873125
