Actual_Train,Predicted_Train
11.33,9.014991
18.66,6.9920816
9.67,6.293698
15.97,6.265876
22.99,6.9016604
54.84,19.955765
11.99,19.625866
21.2,7.447393
6.97,6.4601765
10.26,7.6223264
8.68,6.311453
25.13,22.914473
15.49,10.87197
15.09,10.977485
11.89,12.468229
16.64,11.888904
9.94,8.897511
14.24,6.549202
19.59,22.397316
3.27,6.3355665
3.07,7.498002
15.73,7.2979712
18.33,6.8316708
8.36,6.9831347
18.05,19.52832
16.84,8.755855
16.09,7.3711114
10.13,6.430297
9.64,6.0395727
10.99,9.603055
9.32,6.4108887
11.66,9.264006
5.34,6.280023
39.01,22.869446
9.42,5.9596677
12.53,12.258552
13.25,6.334046
28.65,8.914519
18.0,13.3761635
17.3,19.505558
10.72,8.234011
18.37,19.68213
21.25,22.338276
11.7,6.070653
10.88,12.455955
9.31,6.027074
37.23,22.52227
11.87,11.609781
30.34,19.573685
10.17,6.396889
3.25,6.163902
18.8,12.650963
