Actual_Train,Predicted_Train
0.18,-0.14313123
0.13,-0.098728165
12.2,5.102626
15.16,12.010134
0.39,2.4217534
19.83,18.153574
15.68,12.075375
0.18,0.16007894
10.13,7.080101
0.2,-0.10833432
0.2,-0.04330481
2.77,1.1299894
0.21,4.644432
0.21,5.1597824
0.21,4.949975
0.21,1.7847049
0.2,-0.122583546
0.21,5.866344
0.16,0.72209567
21.88,22.17833
0.16,0.16967623
0.16,0.29819146
0.18,0.2773931
0.21,-0.062271718
8.68,10.379749
0.19,-0.13146076
0.21,-0.18675156
0.22,7.3797154
0.2,0.72797126
0.19,5.4614964
0.21,0.8509614
0.2,0.58745986
0.79,6.1549845
1.71,1.2215803
5.33,5.433566
0.21,8.044154
0.2,1.5479596
0.19,-0.1330509
0.21,3.3377998
1.28,10.746997
0.2,0.011324473
10.72,11.309741
4.12,0.93083185
1.96,6.9832916
0.2,3.9474049
0.2,0.8408481
3.6,0.93432635
0.21,7.219701
18.35,16.000084
0.21,0.849606
22.14,20.003197
0.21,4.879976
