Actual_Train,Predicted_Train
31.23,29.219017
30.27,31.724266
30.31,30.62998
27.51,28.501905
31.06,29.124935
26.88,28.218828
26.43,27.555702
30.45,31.502626
30.87,31.943405
31.72,29.4185
31.0,29.50749
26.19,26.375223
30.89,31.061491
31.06,29.869307
30.89,29.937119
30.94,31.398808
30.83,29.69804
30.0,28.725252
26.37,26.279993
27.61,28.286085
30.47,32.35198
30.76,32.799015
30.2,33.02438
31.75,29.409042
27.55,26.287859
30.39,29.319445
30.54,31.758917
30.89,28.68878
30.18,29.185068
31.27,31.770247
30.28,28.888403
30.72,31.749722
29.66,30.150093
25.53,26.278074
29.95,28.956264
31.47,29.773447
30.16,29.07324
32.81,30.23089
31.37,30.552612
26.43,26.110521
30.62,32.46033
27.42,26.79352
24.98,26.854
29.42,28.66019
30.56,29.349874
30.22,29.150373
24.76,26.904346
30.81,29.533695
26.63,29.121744
30.17,28.888245
27.6,28.146376
31.32,30.685045
