Actual_Train,Predicted_Train
4.31,1.6577735
3.18,1.5361545
3.87,2.1517804
6.21,2.7226746
2.06,1.8361058
3.29,2.5204976
2.42,2.5730844
2.0,1.5700281
2.75,1.6941321
1.97,1.5511248
1.17,1.5595133
1.95,2.1609046
1.12,2.2316573
1.28,1.8289602
1.23,1.7774515
1.92,2.1496053
1.36,1.6411614
1.2,2.4563968
0.96,1.7781286
1.29,2.6656091
2.39,1.5525753
3.63,1.513464
1.97,1.5916917
1.87,1.926014
4.03,1.327941
2.06,1.6600695
1.09,1.4804173
1.27,2.4846542
1.06,1.6186147
1.34,1.9057279
1.18,1.8259785
1.87,2.0354738
2.87,2.2172174
1.78,1.803025
4.17,2.218605
1.9,2.2730396
1.18,1.7715988
1.77,1.6529658
2.63,2.2606819
6.82,0.97271174
1.0,1.5912688
3.87,3.1929977
2.54,2.5122526
3.78,2.6366441
1.11,1.7868814
1.04,1.6254771
2.7,2.6714585
1.11,1.7734108
3.12,2.4956014
1.19,1.8256896
1.18,1.738339
2.17,2.0841858
