Actual_Train,Predicted_Train
11.33,13.002175
18.66,12.281574
9.67,8.544773
15.97,8.649373
22.99,9.072307
54.84,22.494576
11.99,18.331865
21.2,12.418201
6.97,7.666076
10.26,12.855309
8.68,11.48715
25.13,18.554192
15.49,14.4035425
15.09,13.164513
11.89,12.608879
16.64,14.022812
9.94,12.848184
14.24,8.760388
19.59,18.699648
3.27,8.46963
3.07,11.864649
15.73,11.998943
18.33,11.349129
8.36,11.589795
18.05,13.840291
16.84,12.897101
16.09,12.070524
10.13,8.788146
9.64,8.694408
10.99,10.965811
9.32,8.482088
11.66,12.426225
5.34,8.184458
39.01,18.474247
9.42,8.138708
12.53,13.170879
13.25,8.626397
28.65,13.532106
18.0,15.368283
17.3,14.137326
10.72,13.137697
18.37,16.555357
21.25,17.713316
11.7,7.920685
10.88,11.577753
9.31,8.524696
37.23,17.965044
11.87,12.687143
30.34,21.564732
10.17,8.475812
3.25,8.2934885
18.8,14.436222
