Actual_Train,Predicted_Train
4.31,1.8232014
3.18,1.8155062
3.87,1.8683585
6.21,1.8921968
2.06,1.8237042
3.29,2.4534585
2.42,2.533768
2.0,1.7746122
2.75,1.7936622
1.97,1.727093
1.17,1.7064106
1.95,2.4752367
1.12,2.0485477
1.28,1.8336
1.23,1.8699558
1.92,1.8270903
1.36,1.8293376
1.2,1.8503959
0.96,2.50275
1.29,1.8830085
2.39,1.8253541
3.63,1.7767735
1.97,1.8297662
1.87,1.7429838
4.03,2.4803843
2.06,1.789243
1.09,1.7004156
1.27,1.8621459
1.06,1.6957215
1.34,1.8320771
1.18,1.714679
1.87,1.8066897
2.87,1.8607216
1.78,2.469363
4.17,1.7786292
1.9,1.853316
1.18,1.7882926
1.77,1.848754
2.63,1.9489093
6.82,2.5895598
1.0,1.854803
3.87,2.6070688
2.54,2.3493469
3.78,1.7493005
1.11,1.8318017
1.04,1.7068843
2.7,2.3483126
1.11,1.8659768
3.12,2.490346
1.19,1.7147307
1.18,1.8580129
2.17,1.9476426
