Actual_Train,Predicted_Train
0.18,1.6096494
0.13,-0.19133864
12.2,9.720058
15.16,11.577392
0.39,10.007744
19.83,14.832468
15.68,12.902517
0.18,2.369332
10.13,7.9824824
0.2,2.3890178
0.2,3.3926485
2.77,1.7284642
0.21,0.1090789
0.21,5.528131
0.21,4.963185
0.21,-0.16099316
0.2,1.5993494
0.21,10.349289
0.16,0.8259643
21.88,12.566435
0.16,0.43129557
0.16,0.78302306
0.18,0.511525
0.21,3.782178
8.68,11.084263
0.19,1.5350275
0.21,3.0177548
0.22,10.0675
0.2,7.080507
0.19,0.097306505
0.21,7.821918
0.2,0.1338806
0.79,8.888705
1.71,3.3319619
5.33,10.501625
0.21,0.03705077
0.2,10.188447
0.19,1.4711006
0.21,-0.2824149
1.28,11.311924
0.2,1.1528581
10.72,11.762397
4.12,1.027272
1.96,11.551843
0.2,7.0547433
0.2,8.033494
3.6,0.992508
0.21,7.437243
18.35,14.584475
0.21,7.823725
22.14,12.617814
0.21,-0.24285503
