Actual_Train,Predicted_Train
4.31,1.6351936
3.18,1.5485971
3.87,1.6444491
6.21,1.6705637
2.06,1.6456993
3.29,1.6028945
2.42,1.5967258
2.0,1.5812368
2.75,1.5996583
1.97,1.6236295
1.17,1.6049628
1.95,1.5969793
1.12,1.5733494
1.28,1.4652798
1.23,1.5048805
1.92,1.5725571
1.36,1.6266278
1.2,1.6668973
0.96,1.5798631
1.29,1.674808
2.39,1.5510399
3.63,1.5613507
1.97,1.547162
1.87,1.6350691
4.03,1.581249
2.06,1.6323701
1.09,1.5584075
1.27,1.6667846
1.06,1.6167464
1.34,1.5564477
1.18,1.6416111
1.87,1.5726684
2.87,1.6159014
1.78,1.594109
4.17,1.6482166
1.9,1.5477641
1.18,1.6375655
1.77,1.6348829
2.63,1.6158764
6.82,1.5746526
1.0,1.5918283
3.87,1.5755384
2.54,1.5892441
3.78,1.6616186
1.11,1.4943609
1.04,1.617836
2.7,1.5895144
1.11,1.4623444
3.12,1.596332
1.19,1.6416491
1.18,1.6798252
2.17,1.547425
