Actual_Train,Predicted_Train
0.18,-0.13472296
0.13,-0.254114
12.2,7.2377114
15.16,10.603114
0.39,7.2753673
19.83,10.480529
15.68,9.4009075
0.18,-0.10887085
10.13,8.214647
0.2,-0.011257616
0.2,0.14053804
2.77,1.7666863
0.21,-0.3114074
0.21,-0.053843584
0.21,0.11122726
0.21,-0.4365485
0.2,-0.1318158
0.21,7.217208
0.16,1.0847926
21.88,11.47259
0.16,-0.19952856
0.16,-0.22504638
0.18,-0.2847206
0.21,0.26066428
8.68,11.312744
0.19,-0.1317044
0.21,-0.30413297
0.22,7.1526604
0.2,3.226815
0.19,-0.31981426
0.21,2.8086321
0.2,-0.30901772
0.79,6.1231613
1.71,1.4297411
5.33,8.571714
0.21,-0.29399574
0.2,6.2968593
0.19,-0.11734393
0.21,-0.37937582
1.28,10.956865
0.2,-0.15536247
10.72,9.961386
4.12,1.1594682
1.96,8.917677
0.2,0.47547337
0.2,3.4039412
3.6,1.1326436
0.21,0.17828703
18.35,9.466949
0.21,2.8176992
22.14,12.104374
0.21,-0.38622862
