Actual_Train,Predicted_Train
4.31,1.7111192
3.18,1.7053025
3.87,1.6577147
6.21,1.6099458
2.06,1.6312044
3.29,1.7971978
2.42,1.8826985
2.0,1.6997174
2.75,1.6759758
1.97,1.7159519
1.17,1.6889389
1.95,1.8751671
1.12,1.7741728
1.28,1.684833
1.23,1.6886271
1.92,1.7825043
1.36,1.7133013
1.2,1.6205103
0.96,1.9180646
1.29,1.5968556
2.39,1.7010202
3.63,1.7188978
1.97,1.7087574
1.87,1.6679006
4.03,1.893682
2.06,1.7053478
1.09,1.6935834
1.27,1.6226004
1.06,1.6734996
1.34,1.764788
1.18,1.6580184
1.87,1.721238
2.87,1.6660502
1.78,1.8815665
4.17,1.6343602
1.9,1.8137803
1.18,1.6408639
1.77,1.7146736
2.63,1.8231542
6.82,1.904661
1.0,1.7093228
3.87,1.9163263
2.54,1.8603452
3.78,1.6191875
1.11,1.6911496
1.04,1.6655679
2.7,1.8496053
1.11,1.6912653
3.12,1.7916516
1.19,1.6578708
1.18,1.5883716
2.17,1.7732049
