Actual_Train,Predicted_Train
11.33,12.401029
18.66,12.261858
9.67,10.087538
15.97,9.391164
22.99,10.014834
54.84,21.914309
11.99,19.385033
21.2,13.0766735
6.97,10.773694
10.26,11.855281
8.68,11.444062
25.13,18.700718
15.49,13.535192
15.09,12.732514
11.89,14.318032
16.64,15.389883
9.94,12.196443
14.24,9.657164
19.59,17.364433
3.27,8.927125
3.07,11.076087
15.73,12.974844
18.33,12.887023
8.36,11.7134905
18.05,17.144415
16.84,12.542005
16.09,12.039988
10.13,9.792758
9.64,10.983901
10.99,12.051615
9.32,11.101405
11.66,10.355395
5.34,10.191594
39.01,18.329235
9.42,10.35948
12.53,13.248679
13.25,10.352645
28.65,12.600759
18.0,16.247105
17.3,16.420134
10.72,12.43554
18.37,18.460266
21.25,17.750334
11.7,10.214662
10.88,11.221731
9.31,10.937055
37.23,18.065434
11.87,11.702382
30.34,21.641443
10.17,11.104321
3.25,8.788663
18.8,16.386461
