Actual_Train,Predicted_Train
0.18,2.4342625
0.13,1.1575286
12.2,7.0050015
15.16,8.665698
0.39,8.69093
19.83,7.775227
15.68,6.1484604
0.18,1.9301342
10.13,4.1781464
0.2,2.1787167
0.2,2.4234505
2.77,2.6162233
0.21,3.15094
0.21,3.2644887
0.21,3.012305
0.21,1.2490879
0.2,2.4004993
0.21,8.556642
0.16,2.5850763
21.88,8.636845
0.16,1.4784583
0.16,1.4030759
0.18,1.3666701
0.21,3.4179287
8.68,3.9697335
0.19,2.379941
0.21,2.1500516
0.22,8.446191
0.2,5.0943913
0.19,1.647593
0.21,6.2785306
0.2,1.3355949
0.79,5.351878
1.71,3.4380207
5.33,7.239865
0.21,1.3706269
0.2,8.235974
0.19,2.396141
0.21,1.0758536
1.28,4.352218
0.2,1.8279936
10.72,5.0921197
4.12,2.1493974
1.96,7.5179687
0.2,4.352984
0.2,5.891285
3.6,2.1503923
0.21,4.4513826
18.35,7.72407
0.21,6.2714815
22.14,8.332761
0.21,1.228527
